investor_id,transaction_date,amfi_code,transaction_type,amount,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status,units
INV004513,2024-10-08,100025,Lumpsum,155870,Karnataka,Mysore,B30,36-45,Female,16.9,Cheque,Verified,5328.287748732621
INV001902,2024-10-08,119552,Redemption,61262,Punjab,Chandigarh,T30,46-55,Female,22.2,Cheque,Verified,538.1161980336475
INV001083,2024-10-08,101206,SIP,51436,Gujarat,Ahmedabad,T30,46-55,Male,16.4,Cheque,Verified,118.209737020336
INV004797,2024-10-08,119092,Lumpsum,507180,Gujarat,Ahmedabad,T30,56+,Male,18.9,Cheque,Verified,10068.02937153724
INV004865,2024-10-08,149322,Redemption,107405,Maharashtra,Nashik,B30,56+,Male,77.2,Net Banking,Verified,221.6308215104779
INV001913,2024-10-08,148568,SIP,12033,Tamil Nadu,Chennai,T30,26-35,Female,11.8,UPI,Verified,69.33412618430673
INV004366,2024-10-08,100033,Lumpsum,168590,Delhi,New Delhi,T30,46-55,Female,81.1,Net Banking,Verified,689.812348455277
INV002255,2024-10-08,102887,SIP,2101,Rajasthan,Jaipur,T30,26-35,Male,24.0,Net Banking,Verified,8.31178901269318
INV004669,2024-10-08,119599,SIP,928,Punjab,Chandigarh,T30,26-35,Male,8.6,Mandate,Verified,7.556800183708419
INV004837,2024-10-08,119599,SIP,2352,Punjab,Amritsar,B30,18-25,Male,5.7,UPI,Verified,19.15257977595065
INV000194,2024-10-08,125497,Redemption,249474,Maharashtra,Pune,T30,36-45,Male,21.6,Cheque,Verified,335.5682670793802
INV002732,2024-10-08,120504,Redemption,276407,Uttar Pradesh,Lucknow,T30,18-25,Male,4.5,Mandate,Verified,2592.4911577093235
INV003699,2024-10-08,119092,SIP,23614,Uttar Pradesh,Agra,B30,26-35,Male,19.7,UPI,Verified,468.7614763584534
INV001998,2024-10-08,119120,Redemption,504586,Haryana,Faridabad,B30,26-35,Male,19.2,Mandate,Verified,9704.435392361633
INV002347,2024-10-08,101208,SIP,10578,Delhi,New Delhi,T30,26-35,Female,6.5,Net Banking,Pending,28.616932144757634
INV004949,2024-10-08,120843,Lumpsum,275128,Delhi,Gurugram,T30,26-35,Male,11.3,Net Banking,Verified,2589.05255589987
INV003909,2024-10-08,118635,SIP,23417,Haryana,Gurugram,T30,46-55,Male,29.1,UPI,Verified,95.59309192236945
INV003294,2024-10-08,118635,Redemption,96837,Madhya Pradesh,Bhopal,B30,26-35,Female,11.1,UPI,Verified,395.3088885205829
INV001831,2024-10-08,125497,SIP,7201,Madhya Pradesh,Indore,T30,18-25,Female,4.3,Mandate,Verified,9.686087893883197
INV002361,2024-10-08,119095,SIP,2781,Gujarat,Surat,T30,36-45,Male,59.3,Mandate,Verified,37.425310868277975
INV004467,2024-10-08,120843,SIP,8873,Tamil Nadu,Chennai,T30,46-55,Male,52.4,Mandate,Verified,83.4980929912606
INV002632,2024-10-08,119120,SIP,17093,Tamil Nadu,Chennai,T30,26-35,Female,14.1,UPI,Verified,328.7406193624821
INV001020,2024-10-08,120504,SIP,51095,Maharashtra,Mumbai,T30,26-35,Female,13.5,Cheque,Verified,479.23292718041836
INV004328,2024-10-08,101207,Redemption,161451,Telangana,Hyderabad,T30,26-35,Female,12.8,Net Banking,Verified,2392.0403110744337
INV000577,2024-10-08,149324,Lumpsum,276650,Delhi,Noida,T30,36-45,Male,20.4,Mandate,Verified,1996.5301583223516
INV003416,2024-10-08,120505,Lumpsum,39429,West Bengal,Kolkata,T30,26-35,Male,22.3,UPI,Pending,126.06255073562865
INV004695,2024-10-08,119094,Lumpsum,59865,Gujarat,Ahmedabad,T30,26-35,Female,14.3,Cheque,Verified,457.7464788732394
INV000288,2024-10-08,125497,Redemption,246393,Telangana,Hyderabad,T30,26-35,Male,10.1,Net Banking,Verified,331.42400422685216
INV000033,2024-10-08,148567,SIP,403,Delhi,New Delhi,T30,36-45,Female,12.4,Mandate,Verified,3.052197885425187
INV003946,2024-10-08,120504,SIP,3477,Karnataka,Mysore,B30,26-35,Female,9.2,UPI,Verified,32.61166235064712
INV001660,2024-10-08,120504,Lumpsum,250611,Karnataka,Bangalore,T30,18-25,Female,6.4,UPI,Verified,2350.5439497722246
INV004457,2024-10-08,118635,Redemption,228115,Telangana,Hyderabad,T30,18-25,Male,6.7,UPI,Verified,931.213142754038
INV000014,2024-10-08,119120,SIP,46056,Tamil Nadu,Chennai,T30,18-25,Male,4.3,UPI,Verified,885.7706643279984
INV004016,2024-10-08,119094,SIP,957,Delhi,New Delhi,T30,36-45,Male,21.0,Mandate,Verified,7.317520759737578
INV002868,2024-10-08,118634,SIP,12400,Gujarat,Ahmedabad,T30,26-35,Female,24.7,Mandate,Verified,113.01917042106021
INV001871,2024-10-08,119120,Lumpsum,260523,Delhi,Gurugram,T30,56+,Male,13.9,Cheque,Verified,5010.500928928329
INV000787,2024-10-08,119551,SIP,58500,West Bengal,Kolkata,T30,46-55,Male,23.7,Mandate,Verified,804.0176141705011
INV004467,2024-10-08,149323,Lumpsum,288821,Tamil Nadu,Chennai,T30,46-55,Male,52.4,Mandate,Verified,1544.903792869568
INV000566,2024-10-08,120505,Lumpsum,311055,Uttar Pradesh,Agra,B30,36-45,Male,18.2,Net Banking,Pending,994.5062446187062
INV003661,2024-10-08,102887,Lumpsum,310136,Delhi,Noida,T30,18-25,Female,6.4,Net Banking,Verified,1226.932411823233
INV002485,2024-10-08,119092,SIP,46014,Karnataka,Mysore,B30,46-55,Female,70.2,Net Banking,Verified,913.4238406520656
INV002996,2024-10-08,119093,SIP,1617,Madhya Pradesh,Bhopal,B30,26-35,Male,20.7,UPI,Verified,33.09076323630529
INV000972,2024-10-08,148567,SIP,7553,Telangana,Hyderabad,T30,18-25,Female,5.9,Mandate,Verified,57.20409585264625
INV004960,2024-10-08,101208,SIP,1848,Uttar Pradesh,Kanpur,B30,26-35,Male,20.1,Cheque,Verified,4.999441350303659
INV000055,2024-10-09,102885,SIP,8149,Karnataka,Bangalore,T30,26-35,Male,13.5,Cheque,Verified,60.27313367041121
INV001128,2024-10-09,100025,SIP,15981,West Bengal,Kolkata,T30,36-45,Female,43.2,UPI,Pending,547.6771443062962
INV003847,2024-10-09,101207,SIP,986,Telangana,Hyderabad,T30,26-35,Male,19.7,UPI,Verified,14.202847195513858
INV003642,2024-10-09,118635,SIP,4376,Haryana,Faridabad,B30,18-25,Male,3.1,UPI,Verified,17.73866839188999
INV000463,2024-10-09,119120,Redemption,257964,Gujarat,Ahmedabad,T30,26-35,Male,8.9,Mandate,Verified,4946.340060399789
INV001209,2024-10-09,119092,Redemption,42989,West Bengal,Kolkata,T30,46-55,Female,45.8,Mandate,Verified,855.502487562189
INV001186,2024-10-09,118633,Lumpsum,295376,Maharashtra,Pune,T30,26-35,Male,19.8,Net Banking,Verified,4781.674693431543
INV002017,2024-10-09,119095,SIP,4488,Karnataka,Mysore,B30,26-35,Female,15.0,Mandate,Verified,60.262884749918435
INV004806,2024-10-09,148567,SIP,14042,Madhya Pradesh,Indore,T30,18-25,Male,7.4,Cheque,Verified,105.80647105806472
INV000603,2024-10-09,119599,SIP,6778,West Bengal,Kolkata,T30,26-35,Male,17.3,Cheque,Verified,55.567898511931354
INV002535,2024-10-09,119095,SIP,5056,Rajasthan,Udaipur,B30,36-45,Male,22.6,Net Banking,Pending,67.88973825659261
INV004367,2024-10-09,120844,SIP,47092,Karnataka,Mysore,B30,26-35,Female,8.3,UPI,Verified,12.319406324533952
INV000997,2024-10-09,149324,SIP,2130,Rajasthan,Udaipur,B30,26-35,Male,17.8,Mandate,Pending,15.30942284194638
INV002427,2024-10-09,118635,Redemption,358419,Karnataka,Mysore,B30,18-25,Female,6.5,Cheque,Verified,1452.8966605011012
INV003614,2024-10-09,119120,SIP,2294,Maharashtra,Mumbai,T30,26-35,Male,13.3,Mandate,Verified,43.9863860792867
INV004594,2024-10-09,119598,SIP,3317,Haryana,Gurugram,T30,26-35,Female,9.8,Mandate,Verified,16.61790344882868
INV000724,2024-10-09,119094,Lumpsum,431670,Uttar Pradesh,Kanpur,B30,46-55,Male,78.7,Cheque,Verified,3286.2102041748503
INV002394,2024-10-09,119093,SIP,5452,Delhi,Gurugram,T30,46-55,Male,84.9,Cheque,Verified,111.33892614708502
INV001195,2024-10-09,120504,Redemption,221783,Gujarat,Surat,T30,26-35,Male,6.4,Mandate,Verified,2075.1043245569713
INV001223,2024-10-09,102886,SIP,11240,Punjab,Amritsar,B30,56+,Male,46.0,Net Banking,Pending,71.58114078940497
INV001556,2024-10-09,119095,SIP,7447,Maharashtra,Nashik,B30,18-25,Male,3.3,UPI,Verified,99.99503180317348
INV000346,2024-10-09,100033,Redemption,105173,Haryana,Faridabad,B30,26-35,Male,22.0,Net Banking,Verified,434.11680162001807
INV002751,2024-10-09,149323,SIP,992,Delhi,New Delhi,T30,36-45,Male,45.4,Mandate,Verified,5.307685228583598
INV004741,2024-10-09,101208,SIP,2011,Telangana,Hyderabad,T30,26-35,Female,24.9,Net Banking,Verified,5.4412926195129465
INV000237,2024-10-09,149322,SIP,4141,Delhi,Gurugram,T30,36-45,Male,43.0,Net Banking,Verified,8.663999189881554
INV000709,2024-10-09,120507,Lumpsum,402137,Telangana,Hyderabad,T30,26-35,Female,13.6,UPI,Verified,1163.8697002638364
INV000315,2024-10-09,119094,SIP,979,Telangana,Hyderabad,T30,18-25,Male,3.2,UPI,Verified,7.4529149347584465
INV004345,2024-10-09,120844,SIP,1963,West Bengal,Kolkata,T30,36-45,Female,33.3,UPI,Verified,0.5135265993175093
INV003212,2024-10-09,120842,Lumpsum,127215,West Bengal,Kolkata,T30,26-35,Male,17.2,Cheque,Verified,2018.8691222446162
INV004844,2024-10-09,100033,Lumpsum,190865,Maharashtra,Pune,T30,26-35,Male,15.7,Cheque,Verified,787.8229520999187
INV001629,2024-10-09,120842,Lumpsum,41128,Madhya Pradesh,Indore,T30,26-35,Male,15.0,UPI,Verified,652.6907146144447
INV001794,2024-10-09,118636,Lumpsum,354217,Haryana,Gurugram,T30,26-35,Male,23.2,UPI,Verified,10528.291567962478
INV001329,2024-10-09,100033,SIP,2599,Punjab,Amritsar,B30,36-45,Female,37.2,UPI,Verified,10.727749207595362
INV002671,2024-10-09,120841,Redemption,21912,Madhya Pradesh,Indore,T30,18-25,Male,6.3,UPI,Verified,52.99122810411741
INV000329,2024-10-09,100016,SIP,557,Tamil Nadu,Chennai,T30,18-25,Male,6.5,Cheque,Verified,0.9903817397077644
INV001348,2024-10-09,120507,SIP,1154,Haryana,Gurugram,T30,26-35,Female,8.6,Net Banking,Verified,3.3399205596711248
INV001979,2024-10-09,100016,SIP,1145,Maharashtra,Pune,T30,26-35,Male,12.2,UPI,Verified,2.0358834685195517
INV000597,2024-10-09,125498,SIP,7081,Gujarat,Surat,T30,46-55,Male,48.6,UPI,Verified,46.38327084266763
INV004741,2024-10-09,120844,SIP,52907,Telangana,Hyderabad,T30,26-35,Female,24.9,Mandate,Verified,13.840627503867276
INV003079,2024-10-09,120503,Lumpsum,13656,Gujarat,Surat,T30,26-35,Male,8.5,Mandate,Verified,138.06993278493604
INV000086,2024-10-09,119552,Lumpsum,537497,Karnataka,Mysore,B30,18-25,Female,4.1,Net Banking,Verified,4731.695937321185
INV001272,2024-10-09,120506,Lumpsum,389870,Gujarat,Ahmedabad,T30,18-25,Male,5.3,Mandate,Verified,1418.1763155425024
INV001720,2024-10-09,102887,SIP,11857,Karnataka,Mysore,B30,36-45,Male,43.6,UPI,Verified,46.641970850440046
INV003867,2024-10-09,120504,Lumpsum,197848,Punjab,Amritsar,B30,18-25,Male,4.4,Mandate,Verified,1851.1573944123206
INV004342,2024-10-09,148568,SIP,3201,Tamil Nadu,Coimbatore,B30,46-55,Female,22.1,Mandate,Verified,18.46695966114485
INV002854,2024-10-09,101207,SIP,2992,Rajasthan,Jaipur,T30,26-35,Female,8.9,Cheque,Verified,43.09829493811102
INV000945,2024-10-09,119093,SIP,48475,Telangana,Hyderabad,T30,36-45,Female,13.4,UPI,Verified,989.9402870469454
INV001833,2024-10-09,119095,SIP,5286,Karnataka,Bangalore,T30,36-45,Female,28.4,Mandate,Verified,70.97807682443602
INV001116,2024-10-09,100033,SIP,2345,Haryana,Faridabad,B30,36-45,Male,17.8,Net Banking,Verified,9.679327392001202
INV001346,2024-10-09,102885,SIP,45865,Gujarat,Surat,T30,18-25,Male,5.7,UPI,Verified,339.23515471756167
INV003830,2024-10-09,149324,SIP,48860,Punjab,Amritsar,B30,26-35,Male,17.6,UPI,Verified,351.1823474448358
INV004731,2024-10-09,148568,SIP,46782,Punjab,Amritsar,B30,26-35,Male,17.6,UPI,Verified,269.8910674375752
INV002829,2024-10-09,119093,SIP,1774,West Bengal,Kolkata,T30,26-35,Male,6.1,Net Banking,Verified,36.228036497602496
INV003643,2024-10-09,149324,Redemption,7620,Telangana,Hyderabad,T30,36-45,Male,48.4,Net Banking,Verified,54.768921152878605
INV002056,2024-10-09,119093,SIP,20205,Madhya Pradesh,Bhopal,B30,18-25,Female,3.4,Cheque,Verified,412.61977307444107
INV001784,2024-10-09,100033,Redemption,490523,Madhya Pradesh,Bhopal,B30,26-35,Male,15.5,UPI,Verified,2024.704780514544
INV002267,2024-10-09,101208,SIP,1158,Haryana,Faridabad,B30,18-25,Male,4.7,Net Banking,Verified,3.1332754119323676
INV002469,2024-10-09,118634,SIP,1670,Tamil Nadu,Chennai,T30,26-35,Female,12.3,Cheque,Verified,15.011465343740085
INV002324,2024-10-10,102886,Redemption,299253,Karnataka,Bangalore,T30,26-35,Male,16.2,Cheque,Verified,1893.610828118178
INV000076,2024-10-10,148568,Redemption,176062,Gujarat,Ahmedabad,T30,56+,Female,67.1,Net Banking,Verified,1015.0538279132596
INV001850,2024-10-10,148567,SIP,7053,Uttar Pradesh,Kanpur,B30,26-35,Male,17.1,Net Banking,Verified,53.55902085635202
INV002743,2024-10-10,149324,SIP,2873,Haryana,Gurugram,T30,56+,Male,49.8,Mandate,Verified,21.463812594693294
INV004053,2024-10-10,120843,Lumpsum,287613,Tamil Nadu,Chennai,T30,26-35,Male,20.8,Mandate,Verified,2674.5343024207345
INV000393,2024-10-10,118633,SIP,410,Maharashtra,Mumbai,T30,36-45,Male,53.1,Net Banking,Verified,6.64269894478297
INV003134,2024-10-10,120843,SIP,21217,Telangana,Hyderabad,T30,36-45,Female,41.3,Cheque,Verified,197.29843329216945
INV000267,2024-10-10,118633,Redemption,285756,Telangana,Hyderabad,T30,26-35,Male,17.7,Cheque,Verified,4629.734340647323
INV004284,2024-10-10,118634,SIP,7421,Rajasthan,Udaipur,B30,36-45,Male,40.7,Cheque,Pending,66.92742599518584
INV001480,2024-10-10,118635,Redemption,203199,West Bengal,Kolkata,T30,18-25,Male,3.1,Mandate,Verified,815.7637485171052
INV003829,2024-10-10,119095,SIP,1162,Punjab,Amritsar,B30,36-45,Male,55.6,Cheque,Verified,15.345484703377856
INV000933,2024-10-10,101207,Lumpsum,259390,Rajasthan,Jaipur,T30,36-45,Female,14.9,UPI,Verified,3696.9680557673646
INV003791,2024-10-10,102886,Redemption,9228,Tamil Nadu,Coimbatore,B30,46-55,Male,77.4,UPI,Verified,58.392867312523336
INV000352,2024-10-10,101208,Lumpsum,171197,Tamil Nadu,Chennai,T30,46-55,Male,21.1,Cheque,Verified,463.2098842929053
INV004035,2024-10-10,120507,Lumpsum,369218,Gujarat,Ahmedabad,T30,26-35,Male,12.2,Mandate,Verified,1068.5045283341028
INV000396,2024-10-10,148569,Lumpsum,16646,Rajasthan,Jaipur,T30,46-55,Male,38.5,Mandate,Verified,287.9821183276761
INV003332,2024-10-10,118636,SIP,2064,Uttar Pradesh,Kanpur,B30,46-55,Male,83.2,Mandate,Verified,61.28593570915311
INV004638,2024-10-10,118635,SIP,15507,Delhi,New Delhi,T30,26-35,Male,6.3,Mandate,Verified,62.254481804805884
INV003463,2024-10-10,125497,SIP,2036,Uttar Pradesh,Kanpur,B30,26-35,Male,14.1,Cheque,Pending,2.7730927734373667
INV003817,2024-10-10,120505,SIP,14258,Gujarat,Surat,T30,26-35,Male,9.0,UPI,Verified,44.710935865928654
INV004019,2024-10-10,125497,SIP,54340,Tamil Nadu,Chennai,T30,26-35,Male,20.9,Cheque,Verified,74.0127020179698
INV001644,2024-10-10,102887,SIP,27591,Madhya Pradesh,Bhopal,B30,18-25,Female,6.7,Cheque,Verified,107.48880349312314
INV003167,2024-10-10,118634,Lumpsum,165541,Telangana,Hyderabad,T30,26-35,Male,19.8,Cheque,Verified,1492.956882720531
INV001009,2024-10-10,148567,Redemption,221732,Punjab,Chandigarh,T30,26-35,Male,21.2,Net Banking,Verified,1683.7868726103284
INV001316,2024-10-10,118636,SIP,2323,Punjab,Chandigarh,T30,18-25,Male,7.3,Mandate,Verified,68.97637047110594
INV004102,2024-10-10,125498,Lumpsum,288324,Tamil Nadu,Coimbatore,B30,26-35,Female,6.6,Cheque,Verified,1863.8560961703304
INV001866,2024-10-10,118632,SIP,7778,Telangana,Hyderabad,T30,36-45,Female,33.9,Cheque,Verified,109.22776615315479
INV003832,2024-10-10,102886,Redemption,59013,Karnataka,Mysore,B30,46-55,Male,34.4,UPI,Verified,373.42200679604895
INV004641,2024-10-10,148567,SIP,2324,Haryana,Faridabad,B30,56+,Male,42.4,Cheque,Verified,17.647974545606424
INV004484,2024-10-10,120843,Lumpsum,211686,Punjab,Amritsar,B30,46-55,Male,61.9,Cheque,Verified,1968.4835815565905
INV004481,2024-10-10,119551,SIP,1087,Rajasthan,Jaipur,T30,46-55,Male,60.1,UPI,Verified,15.004030521538446
INV004796,2024-10-10,118632,SIP,1719,Delhi,Noida,T30,18-25,Male,4.6,Cheque,Verified,24.140206996306645
INV003710,2024-10-10,118636,SIP,29357,Rajasthan,Udaipur,B30,26-35,Male,19.6,Net Banking,Pending,871.6914799484534
INV004179,2024-10-10,148569,Redemption,344126,Maharashtra,Pune,T30,26-35,Female,19.3,Mandate,Verified,5953.510420018615
INV000491,2024-10-10,102885,Redemption,307072,Madhya Pradesh,Indore,T30,56+,Male,58.2,Mandate,Verified,2265.6789540477525
INV002225,2024-10-10,119094,Lumpsum,384659,Punjab,Amritsar,B30,46-55,Male,86.2,Cheque,Verified,2888.155573075046
INV002598,2024-10-10,148569,SIP,2675,Uttar Pradesh,Lucknow,T30,26-35,Male,14.6,Cheque,Verified,46.27851535062679
INV001049,2024-10-10,120505,Redemption,430387,Madhya Pradesh,Indore,T30,36-45,Female,52.5,UPI,Pending,1349.6286684338222
INV004274,2024-10-10,120504,Lumpsum,390122,Rajasthan,Udaipur,B30,26-35,Male,20.4,UPI,Verified,3646.1499351375196
INV003381,2024-10-10,119095,Redemption,130293,Madhya Pradesh,Indore,T30,36-45,Female,12.1,UPI,Verified,1720.6619952299577
INV002382,2024-10-10,118632,SIP,2234,Maharashtra,Mumbai,T30,26-35,Male,18.5,Cheque,Pending,31.37243887710823
INV002122,2024-10-10,149324,SIP,2275,Gujarat,Ahmedabad,T30,46-55,Male,46.3,Cheque,Pending,16.996231692630435
INV001874,2024-10-10,118633,SIP,8610,Telangana,Hyderabad,T30,36-45,Male,21.3,UPI,Verified,139.49667784044237
INV004475,2024-10-10,102887,SIP,3248,Punjab,Amritsar,B30,26-35,Male,18.2,Net Banking,Verified,12.653533171891702
INV001573,2024-10-10,102886,SIP,3293,Tamil Nadu,Coimbatore,B30,26-35,Male,20.7,Cheque,Verified,20.837420032524854
INV001989,2024-10-10,119599,SIP,2161,Telangana,Hyderabad,T30,36-45,Female,17.8,UPI,Verified,17.972418450463156
INV003751,2024-10-10,120504,SIP,17365,Delhi,New Delhi,T30,26-35,Male,14.1,UPI,Verified,162.296393496555
INV004427,2024-10-10,100016,Redemption,221765,Punjab,Amritsar,B30,36-45,Female,54.2,Mandate,Verified,402.4712513404971
INV002726,2024-10-10,119095,SIP,3153,Gujarat,Ahmedabad,T30,36-45,Male,16.9,Cheque,Verified,41.638823812177606
INV000719,2024-10-10,119551,SIP,2827,Tamil Nadu,Coimbatore,B30,18-25,Male,6.8,Cheque,Verified,39.02152188076282
INV004608,2024-10-10,149322,SIP,15511,Karnataka,Bangalore,T30,26-35,Female,23.3,Cheque,Verified,32.80903601167681
INV000983,2024-10-10,101206,SIP,8324,Telangana,Hyderabad,T30,36-45,Male,33.5,Mandate,Verified,19.573626959684773
INV002152,2024-10-10,119094,SIP,585,Tamil Nadu,Coimbatore,B30,46-55,Male,69.8,Cheque,Verified,4.392386530014641
INV001021,2024-10-10,102887,Lumpsum,288788,Maharashtra,Mumbai,T30,56+,Male,50.5,Mandate,Verified,1125.0580473042676
INV004047,2024-10-10,125498,Lumpsum,249705,Madhya Pradesh,Indore,T30,26-35,Male,15.0,Mandate,Verified,1614.2054996955242
INV000785,2024-10-10,148569,SIP,551,Tamil Nadu,Chennai,T30,36-45,Male,31.1,Cheque,Verified,9.532509143250604
INV000527,2024-10-10,120844,SIP,26775,Telangana,Hyderabad,T30,26-35,Male,12.1,Mandate,Verified,7.001785684165988
INV001262,2024-10-10,120505,SIP,25095,Karnataka,Bangalore,T30,26-35,Male,14.0,Cheque,Verified,78.6941321051676
INV004568,2024-10-10,102885,SIP,848,Karnataka,Mysore,B30,18-25,Male,7.3,Mandate,Verified,6.256824956467844
INV002039,2024-10-10,119598,Lumpsum,296477,Madhya Pradesh,Bhopal,B30,46-55,Male,17.3,Net Banking,Verified,1457.3055009808697
INV003582,2024-10-11,120505,Lumpsum,64472,Uttar Pradesh,Kanpur,B30,36-45,Male,43.1,Net Banking,Verified,199.10090832532208
INV003097,2024-10-11,149323,SIP,21771,Punjab,Chandigarh,T30,26-35,Male,21.5,Mandate,Verified,118.15254165540551
INV002378,2024-10-11,120504,SIP,4136,Haryana,Gurugram,T30,26-35,Male,12.1,Mandate,Verified,38.64430977488008
INV003371,2024-10-11,120503,Lumpsum,408562,Maharashtra,Pune,T30,26-35,Female,14.8,UPI,Verified,4132.398753894081
INV000456,2024-10-11,102887,SIP,2282,Karnataka,Mysore,B30,26-35,Male,17.2,UPI,Verified,8.847917404962434
INV003634,2024-10-11,100016,SIP,948,Punjab,Chandigarh,T30,46-55,Female,87.5,Cheque,Pending,1.7475678758681152
INV000227,2024-10-11,101207,SIP,22657,Haryana,Gurugram,T30,36-45,Male,29.1,UPI,Verified,321.7208808310756
INV000514,2024-10-11,119599,Lumpsum,372097,West Bengal,Kolkata,T30,36-45,Male,43.2,UPI,Verified,3100.4750322673644
INV004582,2024-10-11,102887,Lumpsum,135516,Tamil Nadu,Chennai,T30,56+,Male,67.1,UPI,Verified,525.4313650529751
INV001825,2024-10-11,119552,SIP,11071,Haryana,Faridabad,B30,26-35,Male,21.7,Mandate,Verified,95.5817093680608
INV000279,2024-10-11,125498,SIP,24953,Gujarat,Ahmedabad,T30,26-35,Male,12.4,Net Banking,Verified,161.1087078633549
INV002818,2024-10-11,119551,Lumpsum,51860,Haryana,Gurugram,T30,46-55,Female,50.2,UPI,Verified,714.3850929623563
INV003732,2024-10-11,148567,SIP,973,West Bengal,Kolkata,T30,36-45,Male,56.1,Net Banking,Verified,7.462760976126068
INV002250,2024-10-11,120841,Lumpsum,247213,Telangana,Hyderabad,T30,36-45,Male,20.4,UPI,Verified,589.9418298307777
INV002005,2024-10-11,100033,SIP,1890,Maharashtra,Pune,T30,18-25,Male,7.1,Mandate,Verified,7.598194604638597
INV000719,2024-10-11,102885,Lumpsum,234939,Tamil Nadu,Coimbatore,B30,18-25,Male,6.8,Cheque,Verified,1735.556604547157
INV003058,2024-10-11,148568,Lumpsum,419926,Karnataka,Mysore,B30,36-45,Male,46.2,Net Banking,Verified,2403.850502235689
INV002543,2024-10-11,125498,SIP,2760,Madhya Pradesh,Indore,T30,18-25,Female,7.7,Cheque,Verified,17.81990276531317
INV001951,2024-10-11,119120,Redemption,44394,Punjab,Chandigarh,T30,26-35,Male,10.6,Mandate,Verified,849.8720233708106
INV000548,2024-10-11,120504,Redemption,356367,Karnataka,Mysore,B30,36-45,Male,53.2,Cheque,Verified,3329.6800632361433
INV002417,2024-10-11,119599,SIP,58191,Tamil Nadu,Coimbatore,B30,26-35,Male,16.8,Cheque,Pending,484.87287616581216
INV003179,2024-10-11,120507,SIP,971,Rajasthan,Jaipur,T30,36-45,Male,53.3,Mandate,Verified,2.8079798681435117
INV000722,2024-10-11,102885,Redemption,164713,Punjab,Chandigarh,T30,26-35,Female,8.1,Net Banking,Verified,1216.7785467920432
INV002237,2024-10-11,100025,Lumpsum,11220,Uttar Pradesh,Agra,B30,46-55,Male,23.1,Mandate,Verified,384.8594508378068
INV002377,2024-10-11,101206,SIP,2120,Madhya Pradesh,Bhopal,B30,18-25,Male,7.1,Cheque,Verified,4.9838143576168905
INV001701,2024-10-11,100033,Lumpsum,402649,Karnataka,Mysore,B30,26-35,Female,24.4,UPI,Pending,1618.7330472820775
INV000726,2024-10-11,100033,Lumpsum,263169,Punjab,Chandigarh,T30,26-35,Male,21.1,Net Banking,Verified,1057.99432587732
INV003182,2024-10-11,119598,SIP,55841,Tamil Nadu,Chennai,T30,18-25,Female,4.8,Mandate,Pending,282.4370685944607
INV002058,2024-10-11,120504,Lumpsum,210184,Tamil Nadu,Coimbatore,B30,36-45,Male,14.5,Cheque,Verified,1963.8335603779967
INV004049,2024-10-11,148569,Lumpsum,68504,Gujarat,Ahmedabad,T30,36-45,Male,31.1,Cheque,Verified,1170.8324217895427
INV000806,2024-10-11,119552,SIP,21054,Maharashtra,Pune,T30,46-55,Male,90.4,Mandate,Verified,181.77014804761558
INV001094,2024-10-11,118632,Lumpsum,246282,Haryana,Gurugram,T30,26-35,Male,21.6,Cheque,Verified,3461.3260250869607
INV000045,2024-10-11,100016,Lumpsum,300202,Uttar Pradesh,Lucknow,T30,36-45,Male,26.2,UPI,Verified,553.4001808769619
INV002890,2024-10-11,119094,Lumpsum,358996,Rajasthan,Jaipur,T30,36-45,Female,49.2,Mandate,Verified,2667.076762147593
INV004651,2024-10-11,118633,SIP,2490,Rajasthan,Udaipur,B30,46-55,Male,39.1,Net Banking,Verified,40.57634708583608
INV004347,2024-10-11,119095,SIP,8591,West Bengal,Kolkata,T30,36-45,Male,20.5,UPI,Verified,112.27423612744714
INV004651,2024-10-11,125497,SIP,7149,Rajasthan,Udaipur,B30,46-55,Male,39.1,UPI,Verified,9.501291824822175
INV004187,2024-10-11,119598,SIP,5895,Haryana,Gurugram,T30,18-25,Male,5.6,Cheque,Verified,29.816201704202037
INV003761,2024-10-11,118632,SIP,900,Karnataka,Mysore,B30,46-55,Male,61.2,Net Banking,Verified,12.648887951934226
INV003475,2024-10-11,120843,SIP,2933,Telangana,Hyderabad,T30,26-35,Male,20.7,UPI,Pending,26.89823790404675
INV000666,2024-10-11,102885,SIP,6297,Maharashtra,Mumbai,T30,36-45,Male,49.7,Net Banking,Verified,46.51760643755804
INV000108,2024-10-11,120505,SIP,2781,Uttar Pradesh,Agra,B30,36-45,Male,26.2,Net Banking,Verified,8.588218545302158
INV001170,2024-10-11,149322,SIP,8102,Karnataka,Mysore,B30,36-45,Male,34.6,Cheque,Verified,17.01380970320541
INV001257,2024-10-11,120841,Redemption,345826,Punjab,Chandigarh,T30,26-35,Female,6.3,Mandate,Pending,825.2689916916122
INV001545,2024-10-11,149323,SIP,51379,Madhya Pradesh,Bhopal,B30,26-35,Male,11.5,UPI,Verified,278.83695915268385
INV002361,2024-10-11,119598,SIP,57079,Gujarat,Surat,T30,36-45,Male,59.3,UPI,Verified,288.69872384633555
INV000814,2024-10-11,120844,Lumpsum,126079,Delhi,New Delhi,T30,26-35,Male,17.8,Mandate,Verified,32.96284437301508
